price,form,interface,speed,gig,sgig,brand,supplier,comment
799.00,3.5",SATA,RPM:  7200,12000,0.067,?,CPL,HGST 0F30146 3.5' 12TB 256MB 7200RPM HE12_ SATA ULTRA 512E SE_ HUH721212ALE604
479.00,3.5",SATA,RPM:  7200,8000,0.060,?,CPL,HGST H3IKNAS800012872SWW 0S04012 NAS 8TB 3.5" SATA 7200RPM 128MB HDD
399.00,2.5",SAS,RPM: 10000,900,0.443,?,CPL,HGST HUC101890CS4200 0B27975 C10K1800 2.5" 900GB SAS 12Gb/s 10K RPM 128M 512e ISE HDD
559.00,3.5",SATA,RPM:  7200,8000,0.070,?,CPL,HGST HUH721008ALE600 0F27610 3.5" 8TB 256MB 7200RPM SATA 12GBs 512E ISE HE10
399.00,3.5",SATA,RPM:  7200,6000,0.067,?,CPL,HGST HUS726060ALE610 3.5' 6TB 128MB 7200RPM SATA 512E ISE_ 7K6000_ 0F23001
599.00,2.5",SATA?,RPM:  7200,1000,0.599,HP,CPL,HP 1TB 7.2K 2.5" MDL SC HDD  832514-B21
399.00,2.5",SAS,RPM: 10000,600,0.665,HP,CPL,HP 872477-B21 600GB SAS 10K SFF SC DS HDD
290.00,2.5",SAS,RPM: 10000,300,0.967,HP,CPL,HPE 872475-B21 300GB SAS 10K SFF SC DS Hard Drive
547.00,?,SAS,?,8000,0.068,Hitachi,CPL,Hitachi 0F27406 8TB SAS Hard Drive
219.00,?,SATA,SATA3,2000,0.110,Hitachi,CPL,Hitachi 7K6000 2TB SATA3 UltraStar 0F23009
219.00,3.5",SATA,RPM:  7200,2000,0.110,Hitachi,CPL,Hitachi HGST 1W10002 3.5in 2TB SATA3 7200RPM UltraStar HDD
239.00,3.5",SATA,RPM:  7200,4000,0.060,Hitachi,CPL,Hitachi HUS724040ALE64 4TB 3.5" 7.2K RPM SATA Ultrastar 7K4000
25.00,M.2,NVME,PCIe3,16,1.562,Intel,CPL,INTEL MEMPEK1W016GAXT OPTANE MEMORY_ 16GB_ M.2 2280 PCIe 3.0 NVMe_ 3D XPOINT_ 5YR WTY
59.00,M.2,NVME,PCIe3,32,1.844,Intel,CPL,INTEL MEMPEK1W032GAXT OPTANE MEMORY_ 32GB_ M.2 2280 PCIe 3.0 NVMe_ 3D XPOINT_ 5YR WTY
959.00,2.5",SATA?,?,480,1.998,Intel,CPL,INTEL SSDPE21D480GAX1 905P SERIES SSD 480GB_ 2.5" PCIe 3.1 x4_ OPTANE_ 5YR WTY
1999.00,2.5",SATA?,?,375,5.331,Intel,CPL,INTEL SSDPE21K375GA01 SSD P4800X Series 375GB 2.5in
319.00,M.2,?,?,2000,0.160,Intel,CPL,INTEL SSDPEKNW020T8X1 SSD 660p Series 2.0TB M.2 80mm
85.00,2.5",SATA?,?,256,0.332,Intel,CPL,INTEL SSDSC2KW256G8X1 256GB SSD 2.5 ST 6.00 NAND
95.00,2.5",SATA,SATA,256,0.371,Intel,CPL,INTEL SSDSC2KW256G8XT 256GB 545s 2.5" SATA SSD
149.00,M.2,?,?,240,0.621,Intel,CPL,INTEL SSDSCKKB240G801 SSD D3-S4510 Series 240GB M.2
379.00,M.2,?,?,960,0.395,Intel,CPL,INTEL SSDSCKKB960G801 SSD D3-S4510 Series 960GB M.2
1329.00,2.5",SATA,SATA3,3840,0.346,Intel,CPL,Intel 3.84TB SSD D3-S4510 Series SSDSC2KB038T801 2.5" SATA3
870.00,2.5",SATA,SATA3,1920,0.453,Intel,CPL,Intel DC S4610 2.5" 1.92TB SSD SATA3 SSDSC2KG019T801 7mm 560R/510W 5YR WTY
179.00,2.5",SATA,SATA3,240,0.746,Intel,CPL,Intel DC S4610 2.5" 240GB SSD SATA3 SSDSC2KG240G801 7mm 560R/320W 5YR WTY
425.00,2.5",SATA,SATA3,960,0.443,Intel,CPL,Intel DC S4610 2.5" 960GB SSD SATA3 SSDSC2KG960G801 7mm 560R/510W 5YR WTY
159.00,?,?,?,?,?,Intel,CPL,Intel HBRPEKNX0101A01 Optane H10 SSD 16GB+256GB
279.00,?,?,?,?,?,Intel,CPL,Intel HBRPEKNX0202A01 Optane H10 SSD 32GB+512GB
69.00,M.2,?,?,16,4.312,Intel,CPL,Intel MEMPEK1J016GA01 Optane Memory M10 16GB M.2 SSD
139.00,M.2,?,?,32,4.344,Intel,CPL,Intel MEMPEK1J032GA01 OptaneMemorySeries 32GB M2 80mm
3699.00,2.5",SATA?,?,1500,2.466,Intel,CPL,Intel SSDPE21D015TAX1 905P SERIES SSD 1.5TB 2.5" PCIe 3.1 x4 OPTANE
665.00,2.5",SATA?,?,1000,0.665,Intel,CPL,Intel SSDPE2KX010T810 1TB  DC P4510 2.5" SSD 
849.00,2.5",SATA?,?,2000,0.424,Intel,CPL,Intel SSDPE2KX020T801 2.0TB_ 2.5in SSD DC P4510 PCIe 3.1 x4_ 3D2_ TLC
899.00,?,?,?,480,1.873,Intel,CPL,Intel SSDPED1D480GASX 480GB Optane SSD 900P Series
1899.00,?,NVME,?,375,5.064,Intel,CPL,Intel SSDPED1K375GA01 375GB Optane DC P4800X PCIe NVMe SSD
5299.00,?,NVME,?,750,7.065,Intel,CPL,Intel SSDPED1K750GA01 750GB DC P4800X PCIe NVMe SSD
189.00,M.2,NVME,PCIe3,58,3.259,Intel,CPL,Intel SSDPEK1W060GA01 800P 58GB M.2 2280 Pcie 3.0 Nvme_ 3D Xpoint_ 5 Yr Wty
339.00,M.2,NVME,PCIe3,118,2.873,Intel,CPL,Intel SSDPEK1W120GA01 800P 118GB M.2 2280 Pcie 3.0 Nvme_ 3D Xpoint_ 5 Yr Wty
399.00,M.2,?,?,1000,0.399,Intel,CPL,Intel SSDPEKKA010T801 SSD DCP4101 Series 1TB M2 80mm
79.00,M.2,?,?,128,0.617,Intel,CPL,Intel SSDPEKKW128G7X1 SSD 600P Series 128GB PCIE M.2
62.00,M.2,?,?,128,0.484,Intel,CPL,Intel SSDPEKKW128G8XT 128GB 760p Series M.2 80MM PCIe SSD
85.00,M.2,?,?,256,0.332,Intel,CPL,Intel SSDPEKKW256G8XT 256GB 760p Series SSD M.2 80MM PCIe
155.00,M.2,?,?,512,0.303,Intel,CPL,Intel SSDPEKKW512G8XT 512GB 760p Series SSD M.2 80MM PCIe
95.00,M.2,?,?,512,0.186,Intel,CPL,Intel SSDPEKNW512G8X1 SSD 660P Series 512GB PCIE M.2 QLC
469.00,?,?,?,?,?,Intel,CPL,Intel SSDPEL1K100GA01 Optane SSD DC P4801X Series 100G
969.00,?,?,?,?,?,Intel,CPL,Intel SSDPEL1K200GA01 Optane SSD DC P4801X Series 200G
1899.00,?,?,?,?,?,Intel,CPL,Intel SSDPEL1K375GA01 Optane# SSD DC P4801X Series 375G
169.00,2.5",SATA,SATA,360,0.469,Intel,CPL,Intel SSDSC2BW360H601 535 SERIES INTERNAL SSD 2.5" SATA 360GB SSD
723.00,2.5",SATA,SATA3,1920,0.377,Intel,CPL,Intel SSDSC2KB019T801 DC S4510 2.5" 1.92TB SSD SATA3
199.00,?,?,?,240,0.829,Intel,CPL,Intel SSDSC2KB240G701 DC S4500 Series 240GB SSD_ TLC 3D NAND_ AES 256 bit Encryption
148.00,2.5",SATA,SATA,?,?,Intel,CPL,Intel SSDSC2KB240G801 SSD D3-S4510 Series (240GB_ 2.5in SATA 6Gb/s_ 3D2_ TLC)
999.00,2.5",SATA,SATA,960,1.041,Intel,CPL,Intel SSDSC2KG960G701 960GB SSD DC S4600  2.5In SATA 3D TLC
274.00,2.5",SATA,SATA,1000,0.274,Intel,CPL,Intel SSDSC2KW010T8X1 1TB 545s 2.5In SATA SSD
59.00,2.5",SATA?,?,128,0.461,Intel,CPL,Intel SSDSC2KW128G8X1 545S Series 128GB 2.5IN SSD
219.00,2.5",SATA,SATA3,480,0.456,Intel,CPL,Intel SSDSC2KW480H6X1 540 Series 2.5" 480GB SSD SATA3 6Gbps 560/480MB/s
145.00,?,SATA,SATA3,512,0.283,Intel,CPL,Intel SSDSC2KW512G8X1 512GB SSD SATA3
79.00,M.2,?,?,180,0.439,Intel,CPL,Intel SSDSCKKF180H6X1 180GB Pro 5400S Series SSD M.2
65.00,M.2,?,?,128,0.508,Intel,CPL,Intel SSDSCKKW128G8X1 545S Series 128GB PCIE M2 SSD
79.00,M.2,SATA,SATA,256,0.309,Intel,CPL,Intel SSDSCKKW256G8X1 545s Series SSD_ M.2 80mm SATA_ 256GB_ RETAIL BOX_ 5YR WTY
149.00,M.2,?,?,512,0.291,Intel,CPL,Intel SSDSCKKW512G8X1 512GB SSD 545S Series PCIE M2
178.00,M.2,NVME,?,1000,0.178,Kingston,CPL,KINGSTON SA2000M8/1000G 1000G A2000 M.2 2280 NVMe SSD
75.00,M.2,NVME,?,?,?,Kingston,CPL,KINGSTON SA2000M8/250G 250G A2000 M.2 2280 NVMe SSD
99.00,M.2,NVME,?,500,0.198,Kingston,CPL,KINGSTON SA2000M8/500G 500G A2000 M.2 2280 NVMe SSD
269.00,M.2,NVME,?,1000,0.269,Kingston,CPL,KINGSTON SKC2000M8/1000G 1000GB SSD M.2 2280 NVME GEN 3.0 X 4
549.00,M.2,NVME,?,2000,0.275,Kingston,CPL,KINGSTON SKC2000M8/2000G 2000GB SSD M.2 2280 NVME GEN 3.0 X 4
82.00,M.2,NVME,?,250,0.328,Kingston,CPL,KINGSTON SKC2000M8/250G 250GB SSD M.2 2280 NVME GEN 3.0 X 4
149.00,M.2,NVME,?,500,0.298,Kingston,CPL,KINGSTON SKC2000M8/500G 500GB SSD M.2 2280 NVME GEN 3.0 X 4
79.00,?,SATA,SATA,240,0.329,Kingston,CPL,Kingston 240G SSDNow UV400 SATA 3 SSD SUV400S37/240G
139.00,?,SATA,SATA,480,0.290,Kingston,CPL,Kingston 480G SSDNow UV400 SATA 3 SSD SUV400S37/480G
239.00,M.2,?,?,480,0.498,Kingston,CPL,Kingston 480Gb M.2 SSD SM2280S3G2/480G
72.00,M.2,NVME,?,240,0.300,Kingston,CPL,Kingston SA1000M8/240G 240G SSDNOW A1000 M.2 2280 NVMe SSD
269.00,M.2,NVME,?,960,0.280,Kingston,CPL,Kingston SA1000M8/960G 960G SSDNOW A1000 M.2 2280 NVMe SSD
38.00,M.2,?,?,120,0.317,Kingston,CPL,Kingston SA400M8/120G A400 M.2 SSD 120GB
49.00,M.2,?,?,240,0.204,Kingston,CPL,Kingston SA400M8/240G A400 M.2 SSD 240GB
35.00,2.5",SATA,SATA3,?,?,Kingston,CPL,Kingston SA400S37/120G AS400SSD 2.5inch 7mm SATA3 SSD
48.00,2.5",SATA,SATA3,?,?,Kingston,CPL,Kingston SA400S37/240G AS400SSD 2.5inch 7mm SATA3 SSD
79.00,2.5",SATA,SATA3,?,?,Kingston,CPL,Kingston SA400S37/480G AS400SSD 2.5inch 7mm SATA3 SSD
599.00,?,?,?,960,0.624,Kingston,CPL,Kingston SEDC400S37/960G 960GB SSDNow DC400 SSD
119.00,2.5",SATA?,?,240,0.496,Kingston,CPL,Kingston SHFR200/240G HyperX Fury RGB 240GB 2.5" SSD
159.00,2.5",SATA?,?,480,0.331,Kingston,CPL,Kingston SHFR200/480G HyperX Fury RGB 480GB 2.5" SSD
330.00,2.5",SATA?,?,960,0.344,Kingston,CPL,Kingston SHFR200/960G HyperX Fury RGB 960GB 2.5" SSD
42.00,2.5",SATA,SATA3,120,0.350,Kingston,CPL,Kingston SUV500/120G 120GB SSDNOW UV500 SATA3 2.5" SSD
62.00,2.5",SATA,SATA3,240,0.258,Kingston,CPL,Kingston SUV500/240G 240GB SSDNOW UV500 SATA3 2.5" SSD
289.00,2.5",SATA,SATA3,960,0.301,Kingston,CPL,Kingston SUV500/960G 960GB SSDNOW UV500 SATA3 2.5" SSD
45.00,M.2,?,?,120,0.375,Kingston,CPL,Kingston SUV500M8/120G 120G SSDNOW UV500 M.2 SSD
62.00,M.2,?,?,240,0.258,Kingston,CPL,Kingston SUV500M8/240G 240G SSDNOW UV500 M.2 SSD
319.00,M.2,?,?,480,0.665,Kingston,CPL,Kingston SUV500M8/480G 480G SSDNOW UV500 M.2
299.00,mSATA,SATA,?,480,0.623,Kingston,CPL,Kingston SUV500MS/480G 480G SSDNOW UV500 mSATA
59.00,M.2,NVME,?,128,0.461,Lexar,CPL,Lexar LNM500-128RB NM500 2280 NVMe GEn 3x2 128GB M.2 SSD
115.00,M.2,NVME,?,?,?,Lexar,CPL,Lexar LNM600-240RB NM600 M.2 (2280) NVMe PCIE SSD
152.00,M.2,NVME,?,480,0.317,Lexar,CPL,Lexar LNM600-480RB NM600 2280 NVMe GEn 3x4 480GB M.2 SSD
35.00,2.5",SATA,SATA,128,0.273,Lexar,CPL,Lexar LNS100-128RB 128GB_ 2.5 SATA III (6Gb/s)_ sequential read up to 520MB/s
49.00,2.5",SATA,SATA,256,0.191,Lexar,CPL,Lexar LNS100-256RB 256GB_ 2.5" SATA III (6Gb/s)_ sequential read up to 520MB/s
255.00,2.5",SATA,SATA,1000,0.255,Micron,CPL,Micron MTFDDAK1T0TDL-1AW1ZABYY 1300 1TB SATA 6GB 2.5" Enterprise non-SED SSD
1229.00,2.5",SATA,SATA,1920,0.640,Micron,CPL,Micron MTFDDAK1T9TDD-1AT16ABYY 5200 PRO 1.92TB 2.5' SATA SSD
309.00,2.5",SATA,SATA,240,1.288,Micron,CPL,Micron MTFDDAK240TCC-1AR16ABYY 5100 MAX 240GB 2.5' SATA SSD
289.00,2.5",SATA,SATA3,240,1.204,Micron,CPL,Micron MTFDDAK240TDN-1AT1ZABYY 5200 MAX 240GB 2.5" SATA3 6Gbps 7mm Server Data Centre SSD
1999.00,2.5",SATA,SATA,3840,0.521,Micron,CPL,Micron MTFDDAK3T8TDC-1AT16ABYY 5200 ECO 3.84TB 2.5' SATA SSD
469.00,2.5",SATA,SATA,480,0.977,Micron,CPL,Micron MTFDDAK480TCC-1AR16ABYY 5100 MAX 480GB 2.5' SATA SSD
359.00,2.5",SATA,SATA3,480,0.748,Micron,CPL,Micron MTFDDAK480TDN-1AT1ZABYY 5200 MAX 480GB 2.5" SATA3 6Gbps 7mm Server Data Centre SSD
132.00,2.5",SATA,SATA,512,0.258,Micron,CPL,Micron MTFDDAK512TDL-1AW1ZABYY 1300 512GB SATA 6GB 2.5" Enterprise non-SED SSD
4109.00,2.5",SATA,SATA,7680,0.535,Micron,CPL,Micron MTFDDAK7T6TDC-1AT16ABYY 5200 ECO 7.68TB 2.5' SATA SSD
859.00,2.5",SATA,SATA,960,0.895,Micron,CPL,Micron MTFDDAK960TCC-1AR16ABYY 5100 MAX 960GB 2.5' SATA SSD
679.00,2.5",SATA,SATA,960,0.707,Micron,CPL,Micron MTFDDAK960TDD-1AT16ABYY 5200 PRO 960GB 2.5' SATA SSD
95.00,M.2,NVME,?,256,0.371,Micron,CPL,Micron MTFDHBA256TCK-1AS1AABYY 2200 256GB M.2 NVMe Non SED Client Solid State Drive
349.00,2.5",SATA,SATA,960,0.364,OCZ,CPL,OCZ 960GB TRN150-25SAT3-960G Trion 150 Series SATA III 2.5" SSD
159.00,?,SATA,SATA,1000,0.159,Patriot,CPL,Patriot P200S1TB25 1TB SATA III SSD 530/460
45.00,?,SATA,SATA,256,0.176,Patriot,CPL,Patriot P200S256G25 256G SATA III SSD 530/460
549.00,mSATA,SATA,?,128,4.289,Qnap,CPL,Qnap SSD-MSATA-256GB-A01 2 X 128 GB MSATA SSD_ 6GB/S_ INTERNAL SSD MODULE 
195.00,2.5",SATA,SATA3,1000,0.195,Samsung,CPL,SAMSUNG MZ-76E1T0BW 1TB 860 EVO 2.5" SATA3 SSD
449.00,2.5",SATA,SATA3,2000,0.225,Samsung,CPL,SAMSUNG MZ-76E2T0BW 2TB 860 EVO 2.5" SATA3 SSD
925.00,2.5",SATA,SATA3,4000,0.231,Samsung,CPL,SAMSUNG MZ-76E4T0BW 860 EVO 4TB 2.5" SATA3 SSD
375.00,2.5",SATA,SATA3,1000,0.375,Samsung,CPL,SAMSUNG MZ-76P1T0BW 1TB 860 Pro 2.5" SATA3 SSD
659.00,2.5",SATA,SATA3,2000,0.330,Samsung,CPL,SAMSUNG MZ-76P2T0BW 2TB 860 Pro 2.5" SATA3 SSD
1295.00,2.5",SATA,SATA3,4000,0.324,Samsung,CPL,SAMSUNG MZ-76P4T0BW 4TB 860 Pro 2.5" SATA3 SSD
194.00,2.5",SATA,SATA3,512,0.379,Samsung,CPL,SAMSUNG MZ-76P512BW 512GB 860 Pro 2.5" SATA3 SSD
329.00,2.5",SATA,SATA,2000,0.165,Samsung,CPL,SAMSUNG MZ-76Q2T0BW 2TB 860 QVO 2.5 SATA SSD 
239.00,mSATA,SATA,?,500,0.478,Samsung,CPL,SAMSUNG MZ-M5E500BW 500GB 850 EVO mSATA SSD (540MB/s Read_ 520MB/s Write)
949.00,?,?,?,4000,0.237,SanDisk,CPL,SANDISK SDSSDH3-4T00-G25 ULTRA 3D SSD SDSSDH3-4T00 4TB
149.00,3.5",SATA?,?,1000,0.149,Seagate,CPL,SEAGATE ST1000NM0008 1TB Enterprise Capacity 3.5 HDD 
789.00,3.5",SATA?,?,14000,0.056,Seagate,CPL,SEAGATE ST14000NE0008 IronWolf Pro 14TB 3.5" NAS HDD
729.00,3.5",SATA?,?,14000,0.052,Seagate,CPL,SEAGATE ST14000VN0008 IronWolf 14TB 3.5" NAS HDD 
1129.00,?,SAS,?,16000,0.071,Seagate,CPL,SEAGATE ST16000NM002G EXOS X16 HDD 512E/4KN 16TB SAS
229.00,?,SATA,SATA,2000,0.115,Seagate,CPL,SEAGATE ST2000NM001A EXOS 7E8 HDD 512E/4KN 2TB SATA
249.00,?,SAS,?,2000,0.124,Seagate,CPL,SEAGATE ST2000NM004A EXOS 7E8 HDD 512E/4KN 2TB SAS
119.00,3.5",SATA,SATA,3000,0.040,Seagate,CPL,SEAGATE ST3000DM007 Barracuda 3TB 3.5" SATA HDD
339.00,?,SAS,?,3000,0.113,Seagate,CPL,SEAGATE ST3000NM001A EXOS 7E8 HDD 512N 3TB SAS
309.00,3.5",SAS,?,3000,0.103,Seagate,CPL,SEAGATE ST3000NM0025 ENT CAP V5 3TB 3.5IN SAS 512N HDD
329.00,?,SATA,SATA,4000,0.082,Seagate,CPL,SEAGATE ST4000NM002A EXOS 7E8 HDD 512E/4KN 4TB SATA
339.00,?,SAS,?,4000,0.085,Seagate,CPL,SEAGATE ST4000NM005A EXOS 7E8 HDD 512E/4KN 4TB SAS
305.00,3.5",SATA,SATA3,4000,0.076,Seagate,CPL,SEAGATE ST4000NM0115 ENT CAP V5 4TB 3.5IN SATA3 512E HDD
355.00,?,SATA,SATA,6000,0.059,Seagate,CPL,SEAGATE ST6000NE0023 Ironwolf Pro 6TB SATA
379.00,?,SATA,SATA,6000,0.063,Seagate,CPL,SEAGATE ST6000NM021A EXOS 7E8 HDD 512E/4KKN 6TB SATA
419.00,?,SAS,?,6000,0.070,Seagate,CPL,SEAGATE ST6000NM029A EXOS 7E8 HDD 512E/4KN 6TB SAS
499.00,?,SATA,SATA,8000,0.062,Seagate,CPL,SEAGATE ST8000NM000A EXOS 7E8 HDD 512E/4KN 8TB SATA
539.00,3.5",SAS,?,8000,0.067,Seagate,CPL,SEAGATE ST8000NM0156 EXOS X10 8TB HELIUM ENT CAP 3.5IN SAS
499.00,3.5",SATA,SATA,8000,0.062,Seagate,CPL,SEAGATE ST8000NM0206 HELIUM ENT CAP 8TB 3.5IN SATA 6GB/S 7200
259.00,2.5",SATA,SATA,1000,0.259,Seagate,CPL,SEAGATE ZA1000CM10002 1TB BARRACUDA SSD_ 2.5" SATA
184.00,?,SATA,SATA,1000,0.184,Seagate,CPL,SEAGATE ZA1000CM1A002 BARRACUDA SSD 1TB SATA
449.00,?,SATA,SATA,2000,0.225,Seagate,CPL,SEAGATE ZA2000CM1A002 BARRACUDA SSD 2TB SATA
139.00,2.5",SATA,SATA,500,0.278,Seagate,CPL,SEAGATE ZA500CM10002 500GB BARRACUDA SSD_ 2.5" SATA
105.00,?,SATA,SATA,500,0.210,Seagate,CPL,SEAGATE ZA500CM1A002 BARRACUDA SSD 500GB SATA
679.00,?,NVME,PCIe3 x4,2000,0.340,Seagate,CPL,SEAGATE ZP2000GM30021 FIRECUDA 510 2TB NVMe PCIE G3 X4
129.00,M.2,NVME,PCIe3 x4,256,0.504,Seagate,CPL,SEAGATE ZP256CM30041 BARRACUDA 510 256GB M.2 PCIE G3 X4
225.00,mSATA,SATA,?,1000,0.225,Samsung,CPL,Samsung 860 EVO Series 1TB mSATA SSD MZ-M6E1T0BW
92.00,M.2,?,?,250,0.368,Samsung,CPL,Samsung 860 EVO Series 250GB M.2 SSD MZ-N6E250BW
139.00,mSATA,SATA,?,500,0.278,Samsung,CPL,Samsung 860 EVO Series 500GB mSATA SSD MZ-M6E500BW
117.00,M.2,?,?,250,0.468,Samsung,CPL,Samsung 970 EVO Plus Series 250GB M.2 SSD MZ-V7S250BW 5Y
639.00,M.2,?,?,2000,0.320,Samsung,CPL,Samsung 970 EVO Plus Series 2TB M.2 SSD MZ-V7S2T0BW 5Y
169.00,M.2,?,?,500,0.338,Samsung,CPL,Samsung 970 EVO Plus Series 500GB M.2 SSD MZ-V7S500BW 5Y
799.00,M.2,NVME,?,1920,0.416,Samsung,CPL,Samsung MZ-1LB1T9NE 1.92TB 983 DCT NVMe M.2 Enterprise SSD
1129.00,?,?,?,3840,0.294,Samsung,CPL,Samsung MZ-76E3T8E 860 DCT 3.84TB SSD
